Code;Title
VIOLENCE_CHILD_EMOTIONAL;Lifetime prevalence of child emotional abuse (%)
VIOLENCE_CHILD_NEGLECT;Lifetime prevalence of child physical neglect (%)
VIOLENCE_CHILD_PHYSICAL;Lifetime prevalence of child physical abuse (%)
VIOLENCE_CHILD_SEXUAL;Lifetime prevalence of child sexual abuse (%)
VIOLENCE_EXTENTIMP_ALLTYPES;Extent of implementation of  mental health services for victims of all types of violence
VIOLENCE_EXTENTIMP_CHILDHOMEVISIT;Child maltreatment: Extent of implementation of home-visiting programmes
VIOLENCE_EXTENTIMP_CHILDPROTECTION;Extent of implementation of child protection services
VIOLENCE_EXTENTIMP_ELDERCAREGIVER;Elder abuse: Extent of implementation  of caregiver-support programmes
VIOLENCE_EXTENTIMP_PARTNERVIOLPREVENTION;Intimate partner violence: Extent of implementation  of dating violence prevention programmes
VIOLENCE_EXTENTIMP_VICTIMSMEDICOLEGAL;Extent of implementation of medico-legal services for victims of sexual violence
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS;Youth violence: Extent of implementation of life-skills and social development programmes
VIOLENCE_HOMICIDENUM;Estimates of number of homicides
VIOLENCE_HOMICIDERATE;Estimates of rates of homicides per 100 000 population
VIOLENCE_PHYSICAL_FIGHTING;Physical fighting, past 12 months (%)
vita;Children aged 6-59 months who received vitamin A supplementation (%)
vmsl;Measles immunization coverage among one-year-olds (%)
vpolio;Polio immunization coverage among one-year-olds (%)
vzdpt;One-year-old children who have not received any doses of the DTP vaccine (%)
W_Group;Warn about the dangers of tobacco
W1_HW_law_A;Law mandates that health warnings appear on cigarette packages
W1_HW_law_B;Law mandates that health warnings appear on other smoked tobacco packages
W1_HW_law_C;Law mandates that health warnings appear on smokeless tobacco packages
W10_graphic_A;Health warnings on cigarette packaging must include a photograph or graphic
W10_graphic_B;Health warnings on other smoked tobacco packaging must include a photograph or graphic
W10_graphic_C;Health warnings on smokeless tobacco packaging must include a photograph or graphic
W11_outside_pack_A;Health warnings appear on each cigarette package and any outside packaging and labelling used in the retail sale
W11_outside_pack_B;Health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale
W11_outside_pack_C;Health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale
W12_imports_dutyfree_A;Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale
W12_imports_dutyfree_B;Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale
W12_imports_dutyfree_C;Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale
W13_ind_liability_A;Health warnings on cigarette packaging do not remove or diminish the liability of the tobacco industry
W13_ind_liability_B;Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry
W13_ind_liability_C;Health warnings on smokeless tobacco packaging do not remove or diminish the liability of the tobacco industry
W14_harm_effects_A;Health warnings on cigarette packaging describe the harmful effects of tobacco use on health
W14_harm_effects_B;Health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health
W14_harm_effects_C;Health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health
W15_specific_hw_A;Specific health warnings are mandated for cigarette packaging
W15_specific_hw_B;Specific health warnings are mandated for other smoked tobacco packaging
W15_specific_hw_C;Specific health warnings are mandated for smokeless tobacco packaging
W16_number_hw_A;Number of health warnings approved by the law for cigarette packaging
W16_number_hw_B;Number of health warnings approved by the law for other smoked tobacco packaging
W16_number_hw_C;Number of health warnings approved by the law for smokeless tobacco packaging
W17_fines_A;Health warnings on cigarette packaging law requires or establishes fines for violations
W17_fines_B;Health warnings on other smoked tobacco packaging law requires or establishes fines for violations
W17_fines_C;Health warnings on smokeless tobacco packaging law requires or establishes fines for violations
W18_misleading_terms_A;Ban on deceitful terms on cigarette packaging
W18_misleading_terms_B;Ban on deceitful terms on other smoked tobacco packaging
W18_misleading_terms_C;Ban on deceitful terms on smokeless tobacco packaging
W19_colours_numbers_A;Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors
W19_colours_numbers_B;Other smoked tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors
W19_colours_numbers_C;Smokeless tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors
W2_pc_front_back_A;Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging
W2_pc_front_back_B;Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging
W2_pc_front_back_C;Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging
W20_flavours_A;Cigarette packaging and labelling must not use descriptors depicting flavours
W20_flavours_B;Other smoked tobacco packaging and labelling must not use descriptors depicting flavours
W20_flavours_C;Smokeless tobacco packaging and labelling must not use descriptors depicting flavours
W21_emissions_A;Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark (see W21_emissions_quant_A)
W21_emissions_B;Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) (see W21_emissions_quant_B)
W21_emissions_quant_A;Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
W21_emissions_quant_B;Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
W21_emissions_quant_C;Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
W22_emissions_qual_A;Cigarette packaging and labelling must display qualitative information on emission yields
W22_emissions_qual_B;Other smoked tobacco packaging and labelling must display qualitative information on emission yields
W22_emissions_qual_C;Smokeless tobacco packaging and labelling must display qualitative information on emission yields
W23_emissions_front_back_A;Qualitative information on emission yields must be displayed on one or more principle display areas of cigarette packaging
W23_emissions_front_back_B;Qualitative information on emission yields must be displayed on one or more principle display areas of other smoked tobacco packaging
W23_emissions_front_back_C;Qualitative information on emission yields must be displayed on one or more principle display areas of smokeless tobacco packaging
W24_exp_date_A;Display of expiry dates is prevented on cigarette packaging
W24_exp_date_B;Display of expiry dates is prevented on other smoked tobacco packaging
W24_exp_date_C;Display of expiry dates is prevented on smokeless tobacco packaging
W25_quitline_number_A;The quit line number must appear on cigarette packaging or labelling
W25_quitline_number_B;The quit line number must appear on other smoked tobacco packaging or labelling
W25_quitline_number_C;The quit line number must appear on smokeless tobacco packaging or labelling
W26_plain_packaging_A;Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited)
W26_plain_packaging_B;Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited)
W26_plain_packaging_C;Plain packaging of smokeless tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited)
W26_plainSPACEpackaging_A;Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).
W27_smokeless_prod_ban;Ban on sale of smokeless tobacco products
W3_pc_front_A;Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging
W3_pc_front_B;Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging
W3_pc_front_C;Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging
W4_pc_back_A;Percentage of principal display area mandated to be covered by health warnings - back of cigarette packaging
W4_pc_back_B;Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging
W4_pc_back_C;Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging
W5_top_side_A;Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package
W5_top_side_B;Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package
W5_top_side_C;Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package
W6_font_A;Font style, font size and colour of health warnings are mandated for cigarette packaging
W6_font_B;Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging
W6_font_C;Font style, font size and colour of health warnings are mandated for smokeless tobacco packaging
W7_rotation_A;Health warnings on cigarette packaging must be rotated
W7_rotation_B;Health warnings on other smoked tobacco packaging must be rotated
W7_rotation_C;Health warnings on smokeless tobacco packaging must be rotated
W8_princ_langs_A;Health warnings on cigarette packaging must be written in the principal language(s) of the country
W8_princ_langs_B;Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country
W8_princ_langs_C;Health warnings on smokeless tobacco packaging must be written in the principal language(s) of the country
W9_no_obscure_A;Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps
W9_no_obscure_B;Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps
W9_no_obscure_C;Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps
wast3;xxxxx for deletion (child wasting, see NUTWASTINGPREV)
wast5;see NUTWASTINGPREV
WCO_COLINKS;Relevants Country Offices links
WCO_CORESTAFFCPCP_NUM;Number of WCO staff considered as core by the CPCP initiative
WCO_CORESTAFFCPCP_PER100;Number of WCO staff considered as core by the CPCP initiative (%)
WCO_CSSPRIORITIES;Country Cooperation Strategy Priorities
WCO_CSSPRIORITIES_GROUP_PER100;Country Cooperation Strategy Priorities by groups (%)
WCO_DISTRIBUTION_INTANDLOC_PER100;Gender distribution between international and local WCO staff
WCO_FUNDING_LEVEL_PER100;Funds available per level of the Organization (%)
WCO_FUNDING_TYPE;Financing of WHO country offices - MTR (in US$ million)
WCO_FUNDING_TYPE_STRATEGY_PER100;Funds available per type of country office by Strategy (%)
WCO_GOVERNMENTCOLLABORATION;Collaboration with government sectors
WCO_GOVERNMENTCOLLABORATION_GROUPED_PER100;Collaboration with government sectors by groups (%)
WCO_HEADSWHO_WRS_NUM;Number of Heads of WHO Country Offices/WRs
WCO_HEADSWHO_WRS_OUTSIDEREGIONS_PER100;Percentage of Heads of WHO Country Offices/WRs from outside the region
WCO_HWCO_PER100;Percentage of HWCOs/WRs, by sex
WCO_INTERGOVERNMENTALORGANIZATIONS;Collaboration with Intergovernmental Organizations
WCO_INTERGOVERNMENTALORGANIZATIONS_GROUPED_PER100;Collaboration with Intergovernmental Organizations by groups (%)
WCO_KEYFUNCTIONS;Key functions
WCO_KEYFUNCTIONS_GROUPED_PER100;Key functions by groups (%)
WCO_PARTNERSDONORS;Partners and donors
WCO_PARTNERSDONORS_GROUPED_PER100;Partners and donors by groups (%)
WCO_PROGRAMBUDGET_NUM;Programme budget (in US$ million)
WCO_PROGRAMBUDGET_PER100;Programme budget (%)
WCO_SEAHPRTRAINING;Sexual exploitation, abuse and harassment prevention and response training
WCO_SEAHPRTRAINING_GROUPED_PER100;Sexual exploitation, abuse and harassment prevention and response training by groups (%)
WCO_STAFFING_GPW13_NUM;WCO staffing under each GPW13 strategic priority
WCO_TEAMCOMPOSITION_NUM;Team composition, number of staff
WCO_TEAMCOMPOSITION_PER100;Team composition (%)
WCO_TOTALCO_NUM;Total number country offices, by region
WCO_TOTALSTAFFCO_NUM;Total number of staff in country offices, by region
